produto,sku,quantidade_vendida,faturamento_total,custo_total
Colete Salva-Vidas 4753,LHN-012465,671,1493048.8099999991,1058898.3900000004
Vela Mestra 1319,LHN-447440,659,1727957.3100000005,939107.9500000001
Bússola de Bordo 2683,LHN-983603,561,464799.72000000003,261123.05999999988
GPS Plotter 845,LHN-829187,730,522205.5000000001,350473.00000000006
GPS Pltoter 3205,LHN-271246,786,1979375.9400000013,1144148.7599999993
Cabo Náutico 2105,LHN-542912,699,1491204.6600000001,1088468.8199999998
Colete Salva-Vidas 2045,LHN-422153,583,554462.1499999998,324247.1100000001
Hélice de Alumínio 393,LHN-279704,720,1408528.8000000005,795780.0
Âncora Bruce 1018,LHN-581142,729,2265119.6399999997,1424604.5099999984
Âncora Bruce 3286,LHN-037625,666,1327657.6799999992,771894.0
Hélice de Alumínio 8067,LHN-809076,758,2094945.2400000005,1285242.0599999998
Bússola de Bordo 3993,LHN-856587,569,1222433.9100000004,788668.1400000005
GPS Plotter 2111,LHN-375360,664,2047961.9200000009,1157039.9200000013
GPS Plotter 7720,LHN-958871,786,2777535.360000001,1560414.3600000022
Defensa Náutica 793,LHN-146807,792,812093.0399999988,513984.23999999964
Bússola de Bordo 6310,LHN-874108,727,1790113.9099999995,994506.9200000003
Bússola de Bordo 9356,LHN-934318,647,1715022.3099999996,836596.8799999999
Bateria Náutica 5653,LHN-861725,693,911696.94,472383.4499999997
GPS Plotter 5928,LHN-764566,642,692499.7199999995,480902.9400000003
Sonar Transducer 7487,LHN-488283,724,1281798.559999999,758462.4000000003
Bússola de Bordo 3641,LHN-300634,657,537353.7300000006,312416.63999999996
Sonar Transducer 9222,LHN-017068,733,98471.21999999983,52658.72
Defensa Náutica 417,LHN-967867,717,1695246.12,892234.7999999995
Motor de Popa 5331,LHN-683367,682,1344167.4400000004,628115.1799999996
Vela Mestra 8056,LHN-302931,647,1223017.63,563601.6999999997
Bússola de Bordo 7525,LHN-484545,663,991503.2399999996,643832.6699999997
Motor de Popa 2640,LHN-899760,741,1110462.5999999999,702823.6799999997
Defensa Náutica 9558,LHN-545732,714,2040640.5600000012,1397697.840000001
Hélice de Alumínio 8577,LHN-894118,752,2855216.1600000025,1315766.879999999
Hélice de Alumínio 8340,LHN-355112,681,338116.5,159490.19999999992
Defensa Náutica 656,LHN-034318,722,976418.3600000016,458412.2400000002
Tinta Antifouling 6853,LHN-530028,570,904544.4,628157.1000000008
Tinta Antifouling 4777,LHN-350986,658,178745.7000000001,120775.9
Cabo Náutico 2300,LHN-759729,671,1965942.7700000014,1301948.0100000014
Colete Salva-Vidas 502,LHN-417363,744,1890035.2800000014,1350025.1999999995
Cabo Náutico 2366,LHN-759508,734,878238.3400000007,457414.1199999996
Âncora Bruce 2455,LHN-989335,655,650971.7499999999,361651.70000000036
Vela Mestra 9995,LHN-399102,731,969189.0400000004,455018.2599999998
Vela Mestra 8447,LHN-917820,780,162232.20000000004,112663.20000000004
Vela Mestra 8049,LHN-430949,758,467511.6599999997,309612.68
GPS Plotter 2249,LHN-031013,726,511365.3599999993,234570.60000000006
Sonar Transducer 7171,LHN-765491,715,1101779.2500000002,715443.299999999
Bússola de Bordo 5528,LHN-093091,698,1222351.5599999991,702502.1
Cabo Náutico 8028,LHN-533184,777,1341591.5100000007,833285.8799999999
Tinta Antifouling 5479,LHN-825942,745,389538.1499999996,282273.05000000016
Motor de Popa 1845,LHN-105599,679,2302808.129999999,1168939.2400000014
GPS Pltoter 3205,LHN-793303,628,1707921.3600000003,1146257.0
Motor de Popa 5561,LHN-693667,669,2496848.489999999,1183340.58
Motor de Popa 5561,LHN-964745,656,1378984.1600000004,1013959.5199999999
Defensa Náutica 2949,LHN-347611,751,2341933.420000001,1115204.960000001
Motor de Popa 5440,LHN-801931,680,416377.6000000003,221475.99999999988
Âncora Bruce 1131,LHN-917244,715,1274122.8499999985,633890.3999999998
Bateria Náutica 3427,LHN-197081,788,863860.7600000001,440744.1600000003
Âncora Bruce 2284,LHN-389293,730,1721558.999999999,910879.4000000008
Vela Mestra 3870,LHN-833831,643,1610843.6,1220336.840000001
Defensa Náutica 7459,LHN-125895,660,1292900.3999999983,861933.6
Defensa Náutica 3955,LHN-429428,661,823189.5699999988,538034.1699999997
Colete Salva-Vidas 2374,LHN-797147,705,1759108.9499999974,1353162.9000000015
GPS Plotter 3319,LHN-124007,697,1732295.9199999992,1062757.7200000004
Sonar Transducer 4970,LHN-554419,605,1186144.8499999992,818032.5999999989
Motor de Popa 9800,LHN-135511,754,1859552.5,1016150.7199999999
Bateria Náutica 8635,LHN-740101,611,665837.25,389378.0799999999
Motor de Popa 9800,LHN-717429,765,1175139.450000001,758153.2500000002
Âncora Bruce 7525,LHN-368821,540,168139.79999999996,99489.59999999999
Vela Mestra 3325,LHN-171003,701,121146.82000000011,63426.48000000003
Cabo Náutico 5724,LHN-478550,896,2096872.9600000044,1080862.7200000002
Colete Salva-Vidas 2345,LHN-269619,559,1051042.9799999988,696055.6199999998
Bateria Náutica 5523,LHN-838268,684,2092314.9599999988,1089748.8000000005
Defensa Náutica 7532,LHN-873226,597,2013346.6799999985,1118527.26
Hélice de Alumínio 314,LHN-960672,552,248918.87999999998,154609.67999999993
Cabo Náutico 5416,LHN-384824,719,1230561.3099999984,634308.9900000002
Âncora Bruce 4713,LHN-174227,696,245834.16000000018,178141.2
Vela Mestra 9794,LHN-718906,649,473938.7400000005,356346.43000000034
Cabo Náutico 5157,LHN-699082,737,1296397.740000001,836384.4500000004
Bússola de Bordo 5574,LHN-462198,706,1110446.2199999988,711824.5
Bússola de Bordo 1762,LHN-805041,674,1877386.5599999984,1124184.82
Hélice de Alumínio 1155,LHN-800976,857,2599649.510000002,1566056.0899999999
Sonar Transducer 5593,LHN-339593,740,740251.6000000002,385547.40000000026
Âncora Bruce 9985,LHN-644841,605,210201.20000000004,149078.05000000013
Defensa Náutica 2321,LHN-523996,728,1614492.8799999997,1069199.0400000005
Motor de Popa 1296,LHN-195215,525,959112.0000000014,544950.0
GPS Plotter 3319,LHN-898040,622,29103.38000000002,21881.96
Motor de Popa 1296,LHN-516947,687,1342322.4300000006,888957.3899999988
Vela Mestra 8447,LHN-491289,600,1418868.0000000012,712997.9999999995
GPS Plotter 2659,LHN-982583,675,698105.2499999999,509564.2500000002
Bússola de Bordo 755,LHN-395321,706,543817.6800000003,280317.3
Âncora Bruce 9527,LHN-156891,737,1345260.8399999994,1034814.33
Vela Mestra 8368,LHN-877214,733,1175695.3500000006,534408.3100000005
Bússola de Bordo 755,LHN-448636,706,2600720.439999998,1405794.2600000005
Hélice de Alumínio 9779,LHN-949064,649,1396790.7799999993,784712.3899999998
Motor de Popa 1007,LHN-049529,692,1409091.9200000018,1036097.0
Hélice de Alumínio 6964,LHN-621903,681,1244704.5600000015,676471.3500000001
Tinta Antifouling 9285,LHN-141757,642,900809.4600000014,503244.5399999996
Cabo Náutico 5117,LHN-866836,800,3221448.0000000023,1512416.0000000014
Hélice de Alumínio 9238,LHN-827758,595,708918.7000000001,545323.4500000004
Tinta Antifouling 3404,LHN-390665,665,709116.1000000002,482390.9999999999
Bússola de Bordo 5528,LHN-368563,788,2767164.4399999967,1311452.6400000008
Colete Salva-Vidas 4674,LHN-496410,702,1331588.7,625159.08
Sonar Transducer 2387,LHN-852712,732,2162774.52,1221905.6400000004
Motor de Popa 9417,LHN-767184,663,816948.6000000002,374747.4900000001
GPS Plotter 582,LHN-014938,613,971684.6900000012,639267.0500000003
Âncora Bruce 7226,LHN-412681,750,789585.0000000007,533504.9999999999
Cliente Genérico,LHN-496708,607,1148043.3800000006,740673.5399999991
Bateria Náutica 2254,LHN-743801,817,1982573.0499999993,1077484.11
Motor de Popa 6346,LHN-659284,674,1509888.0599999987,961710.3799999986
Colete Salva-Vidas 3098,LHN-113894,617,106376.97000000009,78797.06999999996
Tinta Antifouling 1614,LHN-019271,711,889539.2099999994,483444.45
Tinta Antifouling 901,LHN-029125,673,2410309.1199999973,1268584.809999999
Sonar Transducer 3481,LHN-345841,658,2448852.2800000017,1295687.540000001
Tinta Antifouling 3404,LHN-122922,684,2462324.76,1275817.3199999996
Bateria Náutica 3343,LHN-824348,647,452595.91000000027,234505.15000000002
GPS Plotter 4088,LHN-058092,604,212004.0,117780.0
Hélice de Alumínio 4091,LHN-162345,855,2274000.7500000005,1329824.25
Hélice de Alumínio 4479,LHN-297390,610,1313543.4999999995,987626.6000000011
Colete Salva-Vidas 8571,LHN-320718,645,544289.6999999998,362857.6500000003
Bateria Náutica 2569,LHN-666608,816,2163493.440000001,1015724.1600000005
Colete Salva-Vidas 6302,LHN-734418,679,436271.0799999998,330510.0399999999
Motor de Popa 8461,LHN-926521,631,743709.2199999989,371854.60999999946
Vela Mestra 6445,LHN-470138,652,978697.64,540716.6400000004
Hélice de Alumínio 2016,LHN-531344,544,388067.83999999973,242542.40000000005
GPS Plotter 8951,LHN-373626,757,89848.33000000006,49099.02000000002
Vela Mestra 7171,LHN-059232,699,31846.43999999999,14951.610000000004
Bússola de Bordo 6684,LHN-848751,621,1294281.9899999981,634450.8599999998
Bússola de Bordo 7461,LHN-412185,767,1653652.0,1080818.0499999998
Motor de Popa 8461,LHN-627021,730,747030.8999999991,533593.5000000001
Vela Mestra 1577,LHN-609159,624,969614.8799999984,560470.5600000005
Defensa Náutica 792,LHN-580628,659,1176829.0200000005,744828.1599999995
Defensa Náutica 3482,LHN-550481,729,185012.90999999992,133100.82000000007
Colete Salva-Vidas 8269,LHN-244067,721,584846.3600000002,285292.4900000002
Cabo Náutico 3697,LHN-908775,715,104733.20000000003,77577.5
Bateria Náutica 1358,LHN-710774,686,2504524.2600000002,1290990.2600000007
Tinta Antifouling 5479,LHN-635877,748,101742.95999999996,63587.479999999974
Tinta Antifouling 4641,LHN-805388,658,257909.6800000002,159203.09999999995
Vela Mestra 401,LHN-288752,569,335027.2,212043.54000000012
Hélice de Alumínio 9779,LHN-652850,633,1799910.1799999988,899955.0899999994
Bússola de Bordo 8959,LHN-684919,616,658738.080000001,470525.4399999999
Âncora Bruce 3524,LHN-876961,662,115843.38,56786.35999999996
Motor de Popa 9417,LHN-652582,578,1083663.3,585762.5399999997
Motor de Popa 5396,LHN-684173,524,1205357.2000000004,837053.3199999997
Cabo Náutico 7323,LHN-331126,727,1751568.3700000015,941704.91
Tinta Antifouling 6054,LHN-626370,675,1517393.249999998,1167223.499999999
Hélice de Alumínio 549,LHN-267610,709,1717410.6999999997,1080133.1400000001
Tinta Antifouling 8791,LHN-702711,696,639811.9199999997,306128.6399999999
Cabo Náutico 9307,LHN-684552,670,463465.79999999993,340782.1000000001
Motor de Popa 1376,LHN-065420,726,1439360.3399999994,685409.3400000003
Sonar Transducer 3474,LHN-591244,619,674165.2799999991,461755.4299999998
GPS Plotter 582,LHN-721593,685,2388074.399999998,1319378.4999999995
Bateria Náutica 5770,LHN-487687,612,1402092.0,690684.8400000002
Defensa Náutica 7487,LHN-117236,651,2739668.4,1298419.5
Colete Salva-Vidas 5603,LHN-277318,623,1552117.279999999,1034746.93
Cabo Náutico 8086,LHN-854499,704,1648901.759999999,1161198.7200000002
GPS Plotter 9584,LHN-090109,650,1930896.4999999998,1229871.499999999
Sonar Transducer 4970,LHN-422108,810,1305047.6999999997,701638.1999999995
Cabo Náutico 9048,LHN-862057,652,761933.7199999993,494763.68
Bateria Náutica 4683,LHN-410593,715,2412338.499999999,1370647.8499999975
Sonar Transducer 8490,LHN-949202,629,1605541.3700000017,863195.5699999997
Cabo Náutico 6267,LHN-510103,718,2043815.7200000011,987350.5200000008
Hélice de Alumínio 7706,LHN-312680,810,301133.70000000007,176102.10000000012
Bússola de Bordo 5643,LHN-888421,718,2280281.8399999966,1036490.4399999998
Motor de Popa 4088,LHN-535388,696,2004299.039999997,1172105.760000001
Cabo Náutico 5453,LHN-151812,679,1578478.0899999999,734175.5400000003
Sonar Transducer 9995,LHN-078133,592,1598494.7199999988,868748.1599999993
Vela Mestra 207,LHN-391369,826,2782323.180000001,1426832.3999999994
Âncora Bruce 9527,LHN-546099,598,1901269.2399999977,1005961.5800000007
Hélice de Alumínio 7333,LHN-681853,674,1245895.7400000014,669834.6800000004
GPS Plotter 9584,LHN-845166,683,1704583.5899999992,1099732.4500000004
Vela Mestra 8368,LHN-584528,698,1823685.5399999998,1371193.0799999991
Âncora Bruce 6850,LHN-261123,534,1105321.2600000007,558243.5999999999
Cabo Náutico 7626,LHN-321929,676,544937.1199999996,248828.83999999982
Âncora Bruce 7120,LHN-505195,630,1615225.500000001,882636.3000000005
Cabo Náutico 3697,LHN-719568,665,188414.45000000013,95640.29999999996
Motor de Popa 6014,LHN-680793,713,26131.450000000004,19357.949999999993
Bateria Náutica 948,LHN-406123,727,462313.84000000026,306168.78000000014
Sonar Transducer 4574,LHN-383027,635,1117485.7000000002,620826.7999999999
Bússola de Bordo 2692,LHN-468939,634,328469.0599999998,206582.5599999998
Hélice de Alumínio 6964,LHN-017653,678,771299.5799999994,473189.7600000002
Bateria Náutica 1358,LHN-866078,673,2064925.5199999965,1027327.7699999994
Colete Salva-Vidas 2217,LHN-221467,643,462214.12000000034,281839.7600000004
Tinta Antifouling 8753,LHN-843761,678,1466466.5400000007,928141.3199999998
Colete Salva-Vidas 8571,LHN-259969,635,1409515.85,814749.4500000002
Motor de Popa 1376,LHN-685807,684,368997.48000000016,252738.0
GPS Plotter 2098,LHN-863469,655,95505.54999999999,69711.6500000001
Vela Mestra 8447,LHN-676634,743,2627626.9300000016,1245320.01
Hélice de Alumínio 6549,LHN-824993,628,1909465.4,1116646.8
GPS Plotter 649,LHN-786463,576,1273783.6800000004,832538.880000001
Colete Salva-Vidas 8874,LHN-825766,606,1916796.1800000016,871270.4399999998
Motor de Popa 8671,LHN-731009,582,692056.2000000004,400031.88000000006
Colete Salva-Vidas 7001,LHN-781949,624,365539.2000000002,208877.76000000007
Cabo Náutico 6215,LHN-906593,657,757553.8499999999,443015.1000000001
Colete Salva-Vidas 4674,LHN-639630,576,1736519.0400000012,796567.6799999999
Bateria Náutica 3343,LHN-636680,603,22304.97,14869.979999999994
Motor de Popa 6346,LHN-721639,718,137532.9,73157.01999999995
Cabo Náutico 5117,LHN-942463,743,547546.4200000007,263244.9000000001
asdf,LHN-686992,778,993365.9600000007,459891.35999999987
Cabo Náutico 7039,LHN-278783,700,955339.0000000006,729267.0
Sonar Transducer 5950,LHN-196507,637,999236.4199999997,492235.3799999997
Motor de Popa 1376,LHN-068507,668,1765403.759999999,1261003.6399999994
Caboo Náutico 4942,LHN-360573,611,1617048.1600000015,924027.52
Motor de Popa 6404,LHN-359056,618,1553448.06,913793.3400000011
Sonar Transducer 4154,LHN-988025,681,1957868.1899999967,1341004.7699999996
Hélice de Alumínio 8340,LHN-893936,668,627312.1200000006,441768.4399999996
Defensa Náutica 5179,LHN-483461,694,1997255.6600000004,983869.9199999998
Motor de Popa 1007,LHN-471920,637,1765706.6700000002,802594.52
Vela Mestra 6445,LHN-970128,642,1765223.939999999,821034.5399999989
Motor de Popa 8825,LHN-778844,609,47922.210000000014,22289.400000000005
Colete Salva-Vidas 6879,LHN-638762,725,1276000.0,862162.7499999995
Vela Mestra 1834,LHN-276763,696,378248.15999999986,199076.87999999974
Defensa Náutica 793,LHN-174522,842,1868566.4000000004,1026684.2800000004
Âncora Bruce 326,LHN-640623,675,140454.00000000003,78029.99999999999
Vela Mestra 5689,LHN-299592,682,190639.45999999973,101945.36000000003
Sonar Transducer 7290,LHN-448251,657,1053545.4899999998,780404.3099999996
Motor de Popa 9645,LHN-414825,713,1594260.8699999978,1099488.7800000007
Cabo Náutico 6267,LHN-129604,673,921188.9400000009,422563.2400000003
Cabo Náutico 4851,LHN-357278,680,1593199.1999999983,1138000.4000000008
Motor de Popa 8491,LHN-293866,715,1693985.15,851250.3999999998
Hélice de Alumínio 7333,LHN-582104,652,1570850.5600000024,1181091.479999999
Tinta Antifouling 3241,LHN-676092,628,1693508.760000001,1201068.840000001
GPS Plotter 2508,LHN-601489,660,1641565.1999999995,829072.2
Sonar Transducer 3832,LHN-668014,654,599783.3999999997,392014.14000000025
Motor de Popa 1296,LHN-334696,514,910365.9600000002,595011.5399999998
Colete Salva-Vidas 9810,LHN-606209,520,1075677.1999999995,522173.59999999957
GPS Plotter 4088,LHN-028747,649,1374199.0899999996,767708.5899999995
Âncora Bruce 3597,LHN-047570,571,897286.5299999997,464913.9100000001
Colete Salva-Vidas 2374,LHN-375373,673,1910721.0299999986,1217019.5499999998
GPS Plotter 5137,LHN-400600,674,1551224.4799999997,969515.3000000005
Defensa Náutica 9513,LHN-584495,588,494854.92000000016,276454.0800000002
Tinta Antifouling 7287,LHN-025829,663,2235815.0100000016,1235255.1900000006
GPS Plotter 475,LHN-580775,615,257937.15000000008,122827.80000000008
Defensa Náutica 9426,LHN-595227,770,1873571.6999999995,909500.9000000003
Âncora Bruce 9445,LHN-799932,538,369363.90000000014,199657.1799999999
Âncora Bruce 7571,LHN-975312,693,2297038.589999997,1063443.1500000004
Bateria Náutica 6370,LHN-593481,654,818461.3799999992,389744.76000000065
Motor de Popa 5331,LHN-741648,802,1050724.2600000019,656701.6599999997
Sonar Transducer 5950,LHN-462788,650,2052485.5000000005,1063464.999999999
Vela Mestra 207,LHN-194601,702,1920868.5600000012,932459.5799999993
Âncora Bruce 831,LHN-574927,838,2130564.719999997,1275787.960000001
Tinta Antifouling 8939,LHN-732771,658,59516.1,33248.74
Defensa Náutica 9695,LHN-279736,584,1240626.2399999993,912225.5200000004
Cabo Náutico 5788,LHN-917689,627,641352.0300000006,364406.13000000047
Bússola de Bordo 7257,LHN-322940,689,1285729.1199999996,899110.5499999999
GPS Plotter 9584,LHN-272277,694,198928.1600000001,105252.0400000001
Hélice de Alumínio 1260,LHN-421623,753,1820241.9599999997,862674.4499999996
GPS Plotter 475,LHN-102355,599,769421.4900000002,457989.41
Hélice de Alumínio 571,LHN-333768,664,983264.48,540256.9600000003
Tinta Antifouling 849,LHN-167095,735,279366.14999999973,206939.25
GPS Plotter 9135,LHN-117807,833,1813649.25,1119535.3399999994
Vela Mestra 5034,LHN-618715,661,698472.0900000004,390208.13
Sonar Transducer 7193,LHN-300953,552,1140691.439999999,640838.8800000004
Âncora Bruce 7309,LHN-932582,683,573317.0300000001,345372.61000000004
Vela Mestra 5825,LHN-133301,716,1026185.5199999992,722665.9600000001
Bússola de Bordo 8282,LHN-725444,730,2841196.5,1449590.1999999986
GPS Plotter 582,LHN-618327,778,2172619.459999999,1059814.9399999997
Motor de Popa 8681,LHN-524024,618,247725.29999999996,131769.96000000002
Bússola de Bordo 7024,LHN-871027,575,568502.5000000001,305646.99999999977
Bússola de Bordo 180,LHN-548265,658,1480138.1000000003,808820.1800000003
